,date,time,comp,round,day,venue,result,gf,ga,opponent,xga,attendance,captain,formation,referee,match report,notes,tkl,tklw,tkldef3rd,tklmid3rd,tklatt3rd,dritkl,drichall,tkl%,challlost,blocks,shblk,passblk,int,tkl+int,clr,err,sca,scalivepass,scadeadpass,scadri,scash,scafls,scadefac,gca,gcalivepass,gcadeadpass,gcadri,gcash,gcafls,gcadefac,sota,saves,save%,cs,psxg,psxg+/-,pkattag,pkconc,pksvag,pkmissag,laucmp,lauatt,laucmp%,passatt,throwsatt,passlaunch%,passavglen,gkatt,gklaunch%,gkavglen,crossesfaced,crossesstp,crossesstp%,defactionoutbox,avgdistofdefaction,yell,red,fouls,foulsdrawn,off,crosses,pkwon,pkcon,recov,aerialwon,aeriallost,aerialwon%,totpasscmp,totpassatt,totpasscmp%,totpassdist,prgpassdist,spasscmp,spasatt,spascmp%,mpascmp,mpasatt,mpascmp%,lpascmp,lpasatt,lpascmp%,ast,xag,xa,keypasses,passintofinal1/3,passdintobox,crsintobox,prgpass,livepass,deadpass,passesfk,tb,switch,cross,ti,ck,ckin,ckout,ckstraight,offpasses,blockedpasses,poss,touches,defboxtouches,def3rdtouches,mid3rdtouches,att3rdtouches,attboxtouches,live,atttakeons,succtakeons,succ%takeons,tkldintakeons,tkld%intakeons,carries,totdistcarried,prgdistcarried,prgcarries,carriesinto1/3,carriesintobox,miscontrols,dispossessed,passesrec,prgpassesrec,sh,sot,sot%,g/sh,g/sot,avgdistofsh,fk,pk,pkattfor,xg,npxg,npxg/sh,g-xg,np:g-xg
36,2023-02-22,21:00,Champions Lg,Round of 16,Wed,Away,D,1.0,1.0,de RB Leipzig,0.8,45228.0,İlkay Gündoğan,3-2-4-1,Serdar Gözübüyük,Match Report,Leg 1 of 2,13.0,6.0,5.0,6.0,2.0,4.0,14.0,28.6,10.0,5.0,1.0,4.0,5.0,18.0,9.0,0.0,22.0,12.0,3.0,4.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,75.0,0.0,1.1,0.1,0.0,0.0,0.0,0.0,4.0,7.0,57.1,30.0,3.0,20.0,27.5,3.0,33.3,37.3,7.0,0.0,0.0,0.0,8.5,0.0,0.0,6.0,11.0,1.0,11.0,0.0,0.0,40.0,6.0,3.0,66.7,659.0,736.0,89.5,12121.0,3093.0,287.0,310.0,92.6,288.0,308.0,93.5,81.0,96.0,84.4,1.0,1.1,0.7,11.0,43.0,6.0,1.0,42.0,691.0,44.0,14.0,1.0,3.0,11.0,21.0,4.0,2.0,1.0,0.0,1.0,16.0,62.0,805.0,54.0,210.0,425.0,180.0,29.0,805.0,19.0,12.0,63.2,5.0,26.3,540.0,2910.0,1468.0,25.0,17.0,9.0,8.0,7.0,654.0,42.0,12.0,3.0,25.0,0.08,0.33,15.9,1.0,0.0,0.0,1.2,1.2,0.1,-0.2,-0.2
37,2023-02-25,17:30,Premier League,Matchweek 25,Sat,Away,W,4.0,1.0,Bournemouth,1.0,10481.0,İlkay Gündoğan,3-2-4-1,Paul Tierney,Match Report,,26.0,17.0,14.0,10.0,2.0,11.0,23.0,47.8,12.0,14.0,5.0,9.0,6.0,32.0,16.0,0.0,35.0,28.0,2.0,1.0,3.0,1.0,0.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,50.0,0.0,0.7,-0.3,0.0,0.0,0.0,0.0,4.0,5.0,80.0,26.0,7.0,11.5,22.7,7.0,28.6,33.1,14.0,2.0,14.3,1.0,10.0,2.0,0.0,9.0,9.0,2.0,16.0,0.0,0.0,54.0,9.0,10.0,47.4,698.0,786.0,88.8,11181.0,3327.0,337.0,361.0,93.4,315.0,343.0,91.8,29.0,45.0,64.4,1.0,1.0,2.4,11.0,49.0,10.0,1.0,60.0,748.0,36.0,10.0,4.0,0.0,16.0,11.0,6.0,2.0,2.0,1.0,2.0,16.0,66.0,901.0,72.0,246.0,461.0,197.0,39.0,901.0,18.0,8.0,44.4,6.0,33.3,538.0,2921.0,1495.0,18.0,12.0,5.0,8.0,9.0,690.0,60.0,20.0,5.0,25.0,0.15,0.6,15.3,1.0,0.0,0.0,2.4,2.4,0.13,0.6,0.6
38,2023-02-28,20:00,FA Cup,Fifth round proper,Tue,Away,W,3.0,0.0,Bristol City,,25713.0,Kevin De Bruyne,3-2-4-1,Andre Marriner,Match Report,,,9.0,,,,,,,,,,,10.0,0.0,,,,,,,,,,,,,,,,,1.0,1.0,100.0,2.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,2.0,0.0,8.0,9.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,11.0,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,16.0,6.0,37.5,0.19,0.5,,,0.0,0.0,,,,,
39,2023-03-04,12:30,Premier League,Matchweek 26,Sat,Home,W,2.0,0.0,Newcastle Utd,0.4,53419.0,İlkay Gündoğan,4-2-3-1,Simon Hooper,Match Report,,13.0,6.0,2.0,5.0,6.0,4.0,16.0,25.0,12.0,5.0,2.0,3.0,4.0,17.0,24.0,0.0,20.0,17.0,0.0,2.0,0.0,1.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,100.0,1.0,0.4,0.4,0.0,0.0,0.0,0.0,10.0,16.0,62.5,28.0,1.0,42.9,35.9,4.0,100.0,49.3,11.0,1.0,9.1,0.0,12.8,2.0,0.0,8.0,12.0,0.0,18.0,0.0,0.0,60.0,9.0,7.0,56.3,482.0,575.0,83.8,8451.0,2629.0,215.0,235.0,91.5,205.0,234.0,87.6,46.0,77.0,59.7,2.0,1.2,1.0,9.0,33.0,11.0,1.0,45.0,533.0,42.0,12.0,1.0,4.0,18.0,17.0,8.0,0.0,2.0,1.0,0.0,13.0,56.0,662.0,64.0,184.0,333.0,152.0,26.0,662.0,23.0,12.0,52.2,8.0,34.8,395.0,2120.0,1148.0,25.0,10.0,7.0,9.0,3.0,481.0,45.0,11.0,3.0,27.3,0.18,0.67,15.8,2.0,0.0,0.0,1.3,1.3,0.12,0.7,0.7
40,2023-03-11,17:30,Premier League,Matchweek 27,Sat,Away,W,1.0,0.0,Crystal Palace,0.2,25844.0,İlkay Gündoğan,4-2-3-1,Robert Jones,Match Report,,14.0,7.0,7.0,3.0,4.0,5.0,12.0,41.7,7.0,10.0,4.0,6.0,9.0,23.0,12.0,0.0,24.0,15.0,1.0,4.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,20.0,0.0,10.0,25.5,1.0,0.0,21.0,7.0,0.0,0.0,2.0,27.3,2.0,0.0,17.0,11.0,2.0,22.0,1.0,0.0,53.0,12.0,9.0,57.1,564.0,661.0,85.3,9657.0,2587.0,276.0,308.0,89.6,232.0,255.0,91.0,47.0,72.0,65.3,0.0,0.9,0.9,10.0,57.0,10.0,1.0,52.0,619.0,40.0,11.0,2.0,2.0,22.0,21.0,6.0,1.0,2.0,2.0,2.0,13.0,67.0,754.0,38.0,143.0,364.0,250.0,34.0,753.0,26.0,14.0,53.8,7.0,26.9,475.0,2837.0,1758.0,21.0,25.0,4.0,13.0,4.0,559.0,52.0,13.0,3.0,23.1,0.0,0.0,19.0,1.0,1.0,1.0,2.1,1.3,0.1,-1.1,-1.3
41,2023-03-14,20:00,Champions Lg,Round of 16,Tue,Home,W,7.0,0.0,de RB Leipzig,0.6,52038.0,İlkay Gündoğan,3-2-4-1,Slavko Vinčič,Match Report,Leg 2 of 2; Manchester City won,8.0,5.0,1.0,5.0,2.0,5.0,14.0,35.7,9.0,6.0,0.0,6.0,6.0,14.0,3.0,1.0,38.0,24.0,6.0,1.0,6.0,1.0,0.0,9.0,4.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,71.4,33.0,3.0,18.2,25.9,3.0,33.3,29.7,3.0,0.0,0.0,3.0,25.8,2.0,0.0,10.0,5.0,1.0,28.0,0.0,0.0,52.0,13.0,4.0,76.5,618.0,696.0,88.8,10945.0,3402.0,266.0,284.0,93.7,274.0,291.0,94.2,62.0,86.0,72.1,2.0,1.8,1.8,16.0,36.0,12.0,5.0,48.0,656.0,39.0,8.0,4.0,4.0,28.0,17.0,10.0,3.0,3.0,1.0,1.0,9.0,66.0,775.0,47.0,210.0,379.0,189.0,34.0,774.0,33.0,25.0,75.8,7.0,21.2,479.0,2128.0,1101.0,19.0,16.0,5.0,10.0,7.0,612.0,47.0,22.0,14.0,63.6,0.27,0.43,13.1,0.0,1.0,1.0,4.2,3.4,0.17,2.8,2.6
42,2023-03-18,17:45,FA Cup,Quarter-finals,Sat,Home,W,6.0,0.0,Burnley,,51688.0,Kevin De Bruyne,3-2-4-1,John Brooks,Match Report,,,12.0,,,,,,,,,,,11.0,0.0,,,,,,,,,,,,,,,,,3.0,3.0,100.0,1.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,9.0,10.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,9.0,,,,,,,,58.0,,,,,,,,,,,,,,,,,,,,,,,20.0,10.0,50.0,0.3,0.6,,,0.0,0.0,,,,,
43,2023-04-01,12:30,Premier League,Matchweek 29,Sat,Home,W,4.0,1.0,Liverpool,0.3,52877.0,İlkay Gündoğan,3-2-4-1,Simon Hooper,Match Report,,7.0,0.0,2.0,4.0,1.0,0.0,10.0,0.0,10.0,9.0,3.0,6.0,4.0,11.0,11.0,0.0,32.0,27.0,1.0,1.0,1.0,1.0,1.0,7.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6,-0.4,0.0,0.0,0.0,0.0,3.0,6.0,50.0,34.0,4.0,17.6,27.4,2.0,0.0,14.0,8.0,0.0,0.0,0.0,,1.0,0.0,9.0,12.0,3.0,15.0,0.0,0.0,40.0,1.0,7.0,12.5,712.0,791.0,90.0,12038.0,3432.0,345.0,369.0,93.5,306.0,329.0,93.0,50.0,67.0,74.6,3.0,2.6,1.7,15.0,45.0,14.0,1.0,58.0,746.0,42.0,16.0,4.0,7.0,15.0,15.0,7.0,3.0,2.0,0.0,3.0,6.0,68.0,868.0,67.0,244.0,393.0,233.0,42.0,868.0,20.0,12.0,60.0,4.0,20.0,538.0,2834.0,1423.0,24.0,14.0,11.0,9.0,8.0,708.0,57.0,17.0,8.0,47.1,0.24,0.5,14.5,1.0,0.0,0.0,2.9,2.9,0.17,1.1,1.1
44,2023-04-08,17:30,Premier League,Matchweek 30,Sat,Away,W,4.0,1.0,Southampton,0.4,30963.0,İlkay Gündoğan,3-2-4-1,Robert Jones,Match Report,,9.0,7.0,6.0,3.0,0.0,6.0,19.0,31.6,13.0,8.0,1.0,7.0,6.0,15.0,4.0,0.0,25.0,21.0,2.0,0.0,1.0,1.0,0.0,7.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,2.0,7.0,28.6,42.0,4.0,16.7,28.4,5.0,0.0,21.4,5.0,0.0,0.0,0.0,16.5,2.0,0.0,10.0,6.0,2.0,21.0,1.0,0.0,45.0,13.0,7.0,65.0,675.0,777.0,86.9,11478.0,3536.0,308.0,342.0,90.1,306.0,330.0,92.7,47.0,71.0,66.2,2.0,1.6,1.6,9.0,40.0,12.0,1.0,52.0,735.0,40.0,5.0,4.0,2.0,21.0,18.0,10.0,7.0,0.0,0.0,2.0,16.0,73.0,833.0,65.0,244.0,432.0,161.0,30.0,832.0,13.0,8.0,61.5,4.0,30.8,521.0,2691.0,1294.0,20.0,18.0,7.0,8.0,7.0,666.0,52.0,12.0,7.0,58.3,0.25,0.43,13.2,0.0,1.0,1.0,2.9,2.1,0.18,1.1,0.9
45,2023-04-11,20:00,Champions Lg,Quarter-finals,Tue,Home,W,3.0,0.0,de Bayern Munich,0.9,52257.0,İlkay Gündoğan,3-2-4-1,Jesús Gil,Match Report,Leg 1 of 2,29.0,16.0,11.0,8.0,10.0,16.0,30.0,53.3,14.0,11.0,5.0,6.0,6.0,35.0,18.0,0.0,29.0,26.0,1.0,1.0,1.0,0.0,0.0,6.0,5.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,100.0,1.0,0.4,0.4,0.0,0.0,0.0,0.0,1.0,8.0,12.5,24.0,3.0,25.0,33.6,3.0,66.7,46.0,10.0,1.0,10.0,2.0,10.8,1.0,0.0,11.0,8.0,0.0,20.0,0.0,0.0,63.0,11.0,12.0,47.8,373.0,468.0,79.7,6756.0,2045.0,162.0,180.0,90.0,169.0,195.0,86.7,38.0,66.0,57.6,3.0,1.4,1.7,14.0,24.0,10.0,5.0,33.0,429.0,39.0,9.0,1.0,5.0,20.0,18.0,8.0,1.0,5.0,0.0,0.0,17.0,44.0,578.0,74.0,206.0,190.0,191.0,36.0,578.0,18.0,9.0,50.0,4.0,22.2,336.0,1852.0,864.0,17.0,12.0,3.0,11.0,6.0,369.0,31.0,17.0,9.0,52.9,0.18,0.33,14.5,0.0,0.0,0.0,1.8,1.8,0.11,1.2,1.2
46,2023-04-15,17:30,Premier League,Matchweek 31,Sat,Home,W,3.0,1.0,Leicester City,2.3,53329.0,Kevin De Bruyne,3-2-4-1,Darren England,Match Report,,11.0,6.0,4.0,4.0,3.0,5.0,15.0,33.3,10.0,9.0,3.0,6.0,1.0,12.0,9.0,1.0,21.0,14.0,2.0,1.0,4.0,0.0,0.0,5.0,3.0,0.0,1.0,1.0,0.0,0.0,4.0,3.0,75.0,0.0,2.2,1.2,0.0,0.0,0.0,0.0,4.0,6.0,66.7,32.0,4.0,18.8,28.3,5.0,0.0,16.2,6.0,0.0,0.0,0.0,16.0,1.0,0.0,8.0,7.0,0.0,23.0,0.0,0.0,35.0,7.0,15.0,31.8,719.0,799.0,90.0,12613.0,3019.0,341.0,364.0,93.7,299.0,324.0,92.3,71.0,92.0,77.2,2.0,1.1,0.4,8.0,57.0,6.0,2.0,58.0,758.0,41.0,10.0,0.0,4.0,23.0,18.0,6.0,2.0,1.0,0.0,0.0,6.0,70.0,868.0,54.0,187.0,425.0,261.0,23.0,867.0,21.0,13.0,61.9,5.0,23.8,578.0,3337.0,1851.0,29.0,18.0,7.0,11.0,5.0,712.0,57.0,11.0,3.0,27.3,0.18,0.67,17.8,0.0,1.0,1.0,1.6,1.2,0.12,1.4,0.8
47,2023-04-19,21:00,Champions Lg,Quarter-finals,Wed,Away,D,1.0,1.0,de Bayern Munich,2.2,75000.0,İlkay Gündoğan,3-2-4-1,Clément Turpin,Match Report,Leg 2 of 2; Manchester City won,13.0,10.0,5.0,7.0,1.0,9.0,25.0,36.0,16.0,11.0,3.0,8.0,7.0,20.0,18.0,0.0,13.0,8.0,0.0,4.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,5.0,100.0,0.0,1.7,0.7,1.0,1.0,0.0,0.0,6.0,15.0,40.0,32.0,10.0,34.4,33.1,7.0,57.1,45.6,15.0,1.0,6.7,0.0,13.0,4.0,0.0,11.0,11.0,2.0,6.0,0.0,1.0,48.0,10.0,3.0,76.9,355.0,421.0,84.3,6762.0,2345.0,150.0,166.0,90.4,157.0,170.0,92.4,45.0,63.0,71.4,1.0,0.6,0.2,6.0,25.0,4.0,0.0,38.0,386.0,33.0,13.0,0.0,6.0,6.0,9.0,2.0,0.0,1.0,0.0,2.0,10.0,42.0,517.0,74.0,190.0,223.0,109.0,10.0,516.0,23.0,15.0,65.2,6.0,26.1,313.0,1657.0,955.0,17.0,8.0,3.0,11.0,9.0,351.0,38.0,6.0,2.0,33.3,0.17,0.5,21.0,0.0,0.0,1.0,1.3,0.6,0.09,-0.3,0.4
48,2023-04-22,16:45,FA Cup,Semi-finals,Sat,Neutral,W,3.0,0.0,Sheffield Utd,,69603.0,İlkay Gündoğan,3-4-3◆,Stuart Attwell,Match Report,,,9.0,,,,,,,,,,,4.0,0.0,,,,,,,,,,,,,,,,,1.0,1.0,100.0,1.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,5.0,15.0,2.0,22.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,22.0,,,,,,,,79.0,,,,,,,,,,,,,,,,,,,,,,,14.0,4.0,28.6,0.14,0.5,,,1.0,1.0,,,,,
49,2023-04-26,20:00,Premier League,Matchweek 33,Wed,Home,W,4.0,1.0,Arsenal,0.5,53482.0,İlkay Gündoğan,4-3-3,Michael Oliver,Match Report,,11.0,8.0,7.0,4.0,0.0,3.0,12.0,25.0,9.0,7.0,2.0,5.0,9.0,20.0,8.0,0.0,24.0,16.0,2.0,4.0,1.0,1.0,0.0,7.0,5.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,50.0,0.0,0.2,-0.8,0.0,0.0,0.0,0.0,11.0,16.0,68.8,44.0,2.0,27.3,29.5,5.0,80.0,48.6,6.0,0.0,0.0,0.0,10.0,3.0,0.0,13.0,13.0,0.0,5.0,0.0,0.0,42.0,15.0,12.0,55.6,436.0,516.0,84.5,7699.0,2600.0,196.0,209.0,93.8,189.0,218.0,86.7,42.0,68.0,61.8,4.0,2.5,1.0,13.0,18.0,7.0,0.0,34.0,477.0,39.0,14.0,5.0,2.0,5.0,13.0,1.0,0.0,0.0,1.0,0.0,7.0,52.0,590.0,74.0,236.0,260.0,99.0,21.0,590.0,14.0,7.0,50.0,4.0,28.6,329.0,1853.0,1013.0,24.0,12.0,5.0,12.0,6.0,424.0,33.0,14.0,9.0,64.3,0.29,0.44,15.9,0.0,0.0,0.0,2.5,2.5,0.18,1.5,1.5
50,2023-04-30,14:00,Premier League,Matchweek 34,Sun,Away,W,2.0,1.0,Fulham,0.2,24498.0,İlkay Gündoğan,3-2-4-1,Simon Hooper,Match Report,,14.0,10.0,5.0,7.0,2.0,3.0,9.0,33.3,6.0,9.0,2.0,7.0,5.0,19.0,15.0,0.0,23.0,15.0,1.0,2.0,2.0,1.0,2.0,4.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.7,-0.3,0.0,0.0,0.0,0.0,4.0,10.0,40.0,26.0,1.0,30.8,31.7,3.0,66.7,41.0,10.0,0.0,0.0,1.0,20.0,3.0,0.0,10.0,8.0,1.0,11.0,1.0,0.0,54.0,16.0,15.0,51.6,587.0,683.0,85.9,10558.0,3102.0,301.0,325.0,92.6,212.0,235.0,90.2,70.0,97.0,72.2,1.0,1.1,1.5,9.0,42.0,10.0,2.0,44.0,638.0,44.0,11.0,2.0,11.0,11.0,23.0,5.0,3.0,0.0,0.0,1.0,14.0,62.0,784.0,51.0,186.0,423.0,178.0,34.0,783.0,24.0,8.0,33.3,12.0,50.0,536.0,2562.0,1135.0,12.0,12.0,4.0,12.0,10.0,582.0,44.0,11.0,8.0,72.7,0.09,0.13,14.1,0.0,1.0,1.0,2.5,1.7,0.16,-0.5,-0.7
51,2023-05-03,20:00,Premier League,Matchweek 28,Wed,Home,W,3.0,0.0,West Ham,0.4,53305.0,Kyle Walker,3-2-4-1,John Brooks,Match Report,,16.0,9.0,3.0,8.0,5.0,9.0,15.0,60.0,6.0,7.0,1.0,6.0,5.0,21.0,12.0,0.0,30.0,22.0,3.0,1.0,1.0,2.0,1.0,6.0,4.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,100.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,4.0,25.0,45.0,4.0,8.9,19.9,2.0,0.0,12.5,8.0,1.0,12.5,3.0,20.2,0.0,0.0,8.0,8.0,1.0,25.0,0.0,0.0,55.0,10.0,14.0,41.7,679.0,769.0,88.3,11138.0,3003.0,313.0,337.0,92.9,314.0,340.0,92.4,39.0,66.0,59.1,2.0,2.1,1.9,12.0,51.0,14.0,0.0,62.0,735.0,33.0,8.0,4.0,1.0,25.0,16.0,6.0,1.0,4.0,1.0,1.0,9.0,69.0,853.0,60.0,206.0,400.0,251.0,35.0,853.0,17.0,9.0,52.9,4.0,23.5,500.0,3083.0,1775.0,37.0,33.0,7.0,11.0,8.0,669.0,61.0,16.0,7.0,43.8,0.19,0.43,16.3,0.0,0.0,0.0,2.3,2.3,0.14,0.7,0.7
52,2023-05-06,15:00,Premier League,Matchweek 35,Sat,Home,W,2.0,1.0,Leeds United,0.2,53406.0,İlkay Gündoğan,3-2-4-1,Andy Madley,Match Report,,7.0,5.0,2.0,4.0,1.0,2.0,3.0,66.7,1.0,9.0,1.0,8.0,5.0,12.0,8.0,0.0,36.0,23.0,4.0,4.0,1.0,4.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,50.0,0.0,0.4,-0.6,0.0,0.0,0.0,0.0,2.0,5.0,40.0,27.0,6.0,14.8,23.9,4.0,25.0,22.5,6.0,0.0,0.0,0.0,15.3,0.0,0.0,3.0,15.0,4.0,22.0,1.0,0.0,60.0,13.0,12.0,52.0,817.0,917.0,89.1,13140.0,3779.0,402.0,426.0,94.4,359.0,395.0,90.9,44.0,67.0,65.7,2.0,1.4,2.0,12.0,92.0,14.0,1.0,79.0,870.0,43.0,15.0,6.0,2.0,22.0,12.0,10.0,0.0,3.0,1.0,4.0,12.0,80.0,994.0,45.0,179.0,520.0,297.0,35.0,993.0,18.0,14.0,77.8,2.0,11.1,710.0,3082.0,1681.0,23.0,19.0,9.0,17.0,8.0,809.0,79.0,17.0,6.0,35.3,0.12,0.33,18.7,2.0,0.0,1.0,2.6,1.8,0.1,-0.6,0.2
53,2023-05-09,21:00,Champions Lg,Semi-finals,Tue,Away,D,1.0,1.0,es Real Madrid,0.6,,İlkay Gündoğan,3-2-4-1,Artur Dias,Match Report,Leg 1 of 2,17.0,13.0,8.0,6.0,3.0,14.0,22.0,63.6,8.0,14.0,8.0,6.0,5.0,22.0,12.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,66.7,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,1.0,4.0,25.0,21.0,5.0,14.3,28.5,3.0,33.3,45.0,9.0,0.0,0.0,0.0,13.3,2.0,0.0,11.0,10.0,2.0,14.0,0.0,0.0,43.0,8.0,3.0,72.7,527.0,598.0,88.1,9109.0,2476.0,264.0,284.0,93.0,209.0,228.0,91.7,49.0,67.0,73.1,1.0,0.5,0.7,9.0,32.0,7.0,1.0,37.0,562.0,34.0,11.0,0.0,6.0,14.0,11.0,7.0,0.0,2.0,2.0,2.0,5.0,56.0,686.0,58.0,193.0,292.0,204.0,19.0,686.0,10.0,8.0,80.0,2.0,20.0,440.0,2405.0,1323.0,24.0,29.0,4.0,7.0,12.0,519.0,37.0,10.0,6.0,60.0,0.1,0.17,21.4,0.0,0.0,0.0,0.6,0.6,0.06,0.4,0.4
54,2023-05-14,14:00,Premier League,Matchweek 36,Sun,Away,,,,Everton,,,,,,Head-to-Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,2023-05-17,20:00,Champions Lg,Semi-finals,Wed,Home,,,,es Real Madrid,,,,,,Head-to-Head,Leg 2 of 2; Real Madrid 1:1 Manchester City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,2023-05-21,16:00,Premier League,Matchweek 37,Sun,Home,,,,Chelsea,,,,,,Head-to-Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,2023-05-24,20:00,Premier League,Matchweek 32,Wed,Away,,,,Brighton,,,,,,Head-to-Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,2023-05-28,16:30,Premier League,Matchweek 38,Sun,Away,,,,Brentford,,,,,,Head-to-Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,2023-06-03,15:00,FA Cup,Final,Sat,Home,,,,Manchester Utd,,,,,,Head-to-Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
